Timestamp(s),V_Pack(V),Current(A),Power(W),Energy_Rem(kWh),Total_Energy(kWh),SOC_EKF(%),SOC_CC(%),V_Cell_1(V),T_Cell_1,T_Cell_Q1,T_Cell_Mid,T_Cell_Last,Fault_Status
95.5000,3.3083,4.0000,13.2333,0.1950,0.2268,86.0161,86.0061,3.3083,41.4495,41.4495,41.4495,41.4495,NOMINAL
96.0000,3.3090,4.0000,13.2361,0.1950,0.2268,86.0152,86.0053,3.3090,41.4085,41.4085,41.4085,41.4085,NOMINAL
96.5000,3.3097,4.0000,13.2387,0.1950,0.2268,86.0143,86.0046,3.3097,41.3676,41.3676,41.3676,41.3676,NOMINAL
97.0000,3.3103,4.0000,13.2412,0.1950,0.2268,86.0134,86.0038,3.3103,41.3268,41.3268,41.3268,41.3268,NOMINAL
97.5000,3.3109,4.0000,13.2434,0.1950,0.2268,86.0125,86.0030,3.3109,41.2861,41.2861,41.2861,41.2861,NOMINAL
98.0000,3.3114,4.0000,13.2456,0.1950,0.2268,86.0116,86.0023,3.3114,41.2456,41.2456,41.2456,41.2456,NOMINAL
98.5000,3.3119,4.0000,13.2476,0.1950,0.2268,86.0107,86.0015,3.3119,41.2051,41.2051,41.2051,41.2051,NOMINAL
99.0000,3.3124,4.0000,13.2494,0.1950,0.2268,86.0098,86.0007,3.3124,41.1647,41.1647,41.1647,41.1647,NOMINAL
99.5000,3.3128,4.0000,13.2512,0.1950,0.2268,86.0089,85.9999,3.3128,41.1244,41.1244,41.1244,41.1244,NOMINAL
100.0000,3.3132,4.0000,13.2528,0.1950,0.2268,86.0080,85.9992,3.3132,41.0842,41.0842,41.0842,41.0842,NOMINAL
100.5000,3.3136,4.0000,13.2543,0.1950,0.2268,86.0071,85.9984,3.3136,41.0441,41.0441,41.0441,41.0441,NOMINAL
101.0000,3.3139,4.0000,13.2558,0.1950,0.2268,86.0063,85.9976,3.3139,41.0042,41.0042,41.0042,41.0042,NOMINAL
101.5000,3.3143,4.0000,13.2571,0.1950,0.2268,86.0054,85.9969,3.3143,40.9643,40.9643,40.9643,40.9643,NOMINAL
102.0000,3.3146,4.0000,13.2583,0.1950,0.2268,86.0045,85.9961,3.3146,40.9245,40.9245,40.9245,40.9245,NOMINAL
102.5000,3.3149,4.0000,13.2595,0.1950,0.2268,86.0036,85.9953,3.3149,40.8848,40.8848,40.8848,40.8848,NOMINAL
103.0000,3.3151,4.0000,13.2606,0.1950,0.2268,86.0027,85.9945,3.3151,40.8452,40.8452,40.8452,40.8452,NOMINAL
103.5000,3.3154,4.0000,13.2616,0.1950,0.2268,86.0018,85.9938,3.3154,40.8057,40.8057,40.8057,40.8057,NOMINAL
104.0000,3.3156,4.0000,13.2625,0.1950,0.2268,86.0009,85.9930,3.3156,40.7664,40.7664,40.7664,40.7664,NOMINAL
104.5000,3.3159,4.0000,13.2634,0.1950,0.2268,86.0001,85.9922,3.3159,40.7271,40.7271,40.7271,40.7271,NOMINAL
105.0000,3.3161,4.0000,13.2642,0.1950,0.2268,85.9992,85.9915,3.3161,40.6879,40.6879,40.6879,40.6879,NOMINAL
105.5000,3.3163,4.0000,13.2650,0.1950,0.2268,85.9983,85.9907,3.3163,40.6488,40.6488,40.6488,40.6488,NOMINAL
106.0000,3.3164,4.0000,13.2657,0.1950,0.2268,85.9974,85.9899,3.3164,40.6098,40.6098,40.6098,40.6098,NOMINAL
106.5000,3.3166,4.0000,13.2664,0.1950,0.2268,85.9966,85.9891,3.3166,40.5709,40.5709,40.5709,40.5709,NOMINAL
107.0000,3.3168,4.0000,13.2670,0.1950,0.2268,85.9957,85.9884,3.3168,40.5321,40.5321,40.5321,40.5321,NOMINAL
107.5000,3.3169,4.0000,13.2676,0.1950,0.2268,85.9948,85.9876,3.3169,40.4934,40.4934,40.4934,40.4934,NOMINAL
108.0000,3.3170,4.0000,13.2681,0.1950,0.2268,85.9940,85.9868,3.3170,40.4548,40.4548,40.4548,40.4548,NOMINAL
108.5000,3.3172,4.0000,13.2686,0.1950,0.2268,85.9931,85.9861,3.3172,40.4163,40.4163,40.4163,40.4163,NOMINAL
109.0000,3.3173,4.0000,13.2691,0.1950,0.2268,85.9922,85.9853,3.3173,40.3779,40.3779,40.3779,40.3779,NOMINAL
109.5000,3.3174,4.0000,13.2695,0.1950,0.2268,85.9914,85.9845,3.3174,40.3396,40.3396,40.3396,40.3396,NOMINAL
110.0000,3.3175,4.0000,13.2699,0.1950,0.2268,85.9905,85.9837,3.3175,40.3013,40.3013,40.3013,40.3013,NOMINAL
110.5000,3.3176,4.0000,13.2703,0.1950,0.2268,85.9896,85.9830,3.3176,40.2632,40.2632,40.2632,40.2632,NOMINAL
111.0000,3.3177,4.0000,13.2707,0.1950,0.2268,85.9888,85.9822,3.3177,40.2252,40.2252,40.2252,40.2252,NOMINAL
111.5000,3.3177,4.0000,13.2710,0.1950,0.2268,85.9879,85.9814,3.3177,40.1873,40.1873,40.1873,40.1873,NOMINAL
112.0000,3.3178,4.0000,13.2713,0.1950,0.2268,85.9871,85.9807,3.3178,40.1494,40.1494,40.1494,40.1494,NOMINAL
112.5000,3.3179,4.0000,13.2716,0.1950,0.2268,85.9862,85.9799,3.3179,40.1117,40.1117,40.1117,40.1117,NOMINAL
113.0000,3.3180,4.0000,13.2718,0.1950,0.2268,85.9853,85.9791,3.3180,40.0740,40.0740,40.0740,40.0740,NOMINAL
113.5000,3.3180,4.0000,13.2721,0.1950,0.2268,85.9845,85.9783,3.3180,40.0365,40.0365,40.0365,40.0365,NOMINAL
114.0000,3.3181,4.0000,13.2723,0.1950,0.2268,85.9836,85.9776,3.3181,39.9990,39.9990,39.9990,39.9990,NOMINAL
114.5000,3.3181,4.0000,13.2725,0.1950,0.2268,85.9828,85.9768,3.3181,39.9616,39.9616,39.9616,39.9616,NOMINAL
115.0000,3.3182,4.0000,13.2727,0.1950,0.2268,85.9819,85.9760,3.3182,39.9244,39.9244,39.9244,39.9244,NOMINAL
115.5000,3.3182,4.0000,13.2729,0.1950,0.2268,85.9811,85.9753,3.3182,39.8872,39.8872,39.8872,39.8872,NOMINAL
116.0000,3.3183,4.0000,13.2730,0.1950,0.2268,85.9802,85.9745,3.3183,39.8501,39.8501,39.8501,39.8501,NOMINAL
116.5000,3.3183,4.0000,13.2732,0.1950,0.2268,85.9794,85.9737,3.3183,39.8131,39.8131,39.8131,39.8131,NOMINAL
117.0000,3.3183,4.0000,13.2733,0.1950,0.2268,85.9785,85.9729,3.3183,39.7762,39.7762,39.7762,39.7762,NOMINAL
117.5000,3.3184,4.0000,13.2734,0.1949,0.2268,85.9777,85.9722,3.3184,39.7394,39.7394,39.7394,39.7394,NOMINAL
118.0000,3.3184,4.0000,13.2736,0.1949,0.2268,85.9768,85.9714,3.3184,39.7027,39.7027,39.7027,39.7027,NOMINAL
118.5000,3.3184,4.0000,13.2737,0.1949,0.2268,85.9760,85.9706,3.3184,39.6660,39.6660,39.6660,39.6660,NOMINAL
119.0000,3.3184,4.0000,13.2738,0.1949,0.2268,85.9751,85.9699,3.3184,39.6295,39.6295,39.6295,39.6295,NOMINAL
119.5000,3.3185,4.0000,13.2738,0.1949,0.2268,85.9743,85.9691,3.3185,39.5931,39.5931,39.5931,39.5931,NOMINAL
120.0000,3.3185,4.0000,13.2739,0.1949,0.2268,85.9735,85.9683,3.3185,39.5567,39.5567,39.5567,39.5567,NOMINAL
120.5000,3.3185,4.0000,13.2740,0.1949,0.2268,85.9726,85.9675,3.3185,39.5204,39.5204,39.5204,39.5204,NOMINAL
121.0000,3.3185,4.0000,13.2740,0.1949,0.2268,85.9718,85.9668,3.3185,39.4843,39.4843,39.4843,39.4843,NOMINAL
121.5000,3.3185,4.0000,13.2741,0.1949,0.2268,85.9709,85.9660,3.3185,39.4482,39.4482,39.4482,39.4482,NOMINAL
122.0000,3.3185,4.0000,13.2742,0.1949,0.2268,85.9701,85.9652,3.3185,39.4122,39.4122,39.4122,39.4122,NOMINAL
122.5000,3.3185,4.0000,13.2742,0.1949,0.2268,85.9693,85.9645,3.3185,39.3763,39.3763,39.3763,39.3763,NOMINAL
123.0000,3.3186,4.0000,13.2742,0.1949,0.2268,85.9684,85.9637,3.3186,39.3405,39.3405,39.3405,39.3405,NOMINAL
123.5000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9676,85.9629,3.3186,39.3048,39.3048,39.3048,39.3048,NOMINAL
124.0000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9668,85.9621,3.3186,39.2691,39.2691,39.2691,39.2691,NOMINAL
124.5000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9659,85.9614,3.3186,39.2336,39.2336,39.2336,39.2336,NOMINAL
125.0000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9651,85.9606,3.3186,39.1981,39.1981,39.1981,39.1981,NOMINAL
125.5000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9643,85.9598,3.3186,39.1628,39.1628,39.1628,39.1628,NOMINAL
126.0000,3.3186,4.0000,13.2744,0.1949,0.2268,85.9634,85.9591,3.3186,39.1275,39.1275,39.1275,39.1275,NOMINAL
126.5000,3.3186,4.0000,13.2744,0.1949,0.2268,85.9626,85.9583,3.3186,39.0923,39.0923,39.0923,39.0923,NOMINAL
127.0000,3.3186,4.0000,13.2744,0.1949,0.2268,85.9618,85.9575,3.3186,39.0572,39.0572,39.0572,39.0572,NOMINAL
127.5000,3.3186,4.0000,13.2744,0.1949,0.2268,85.9609,85.9567,3.3186,39.0222,39.0222,39.0222,39.0222,NOMINAL
128.0000,3.3186,4.0000,13.2744,0.1949,0.2268,85.9601,85.9560,3.3186,38.9873,38.9873,38.9873,38.9873,NOMINAL
128.5000,3.3186,4.0000,13.2744,0.1949,0.2268,85.9593,85.9552,3.3186,38.9524,38.9524,38.9524,38.9524,NOMINAL
129.0000,3.3186,4.0000,13.2744,0.1949,0.2268,85.9585,85.9544,3.3186,38.9177,38.9177,38.9177,38.9177,NOMINAL
129.5000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9576,85.9536,3.3186,38.8830,38.8830,38.8830,38.8830,NOMINAL
130.0000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9568,85.9529,3.3186,38.8484,38.8484,38.8484,38.8484,NOMINAL
130.5000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9560,85.9521,3.3186,38.8140,38.8140,38.8140,38.8140,NOMINAL
131.0000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9552,85.9513,3.3186,38.7795,38.7795,38.7795,38.7795,NOMINAL
131.5000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9543,85.9506,3.3186,38.7452,38.7452,38.7452,38.7452,NOMINAL
132.0000,3.3186,4.0000,13.2743,0.1949,0.2268,85.9535,85.9498,3.3186,38.7110,38.7110,38.7110,38.7110,NOMINAL
132.5000,3.3186,4.0000,13.2742,0.1949,0.2268,85.9527,85.9490,3.3186,38.6768,38.6768,38.6768,38.6768,NOMINAL
133.0000,3.3186,4.0000,13.2742,0.1949,0.2268,85.9519,85.9482,3.3186,38.6428,38.6428,38.6428,38.6428,NOMINAL
133.5000,3.3185,4.0000,13.2742,0.1949,0.2268,85.9511,85.9475,3.3185,38.6088,38.6088,38.6088,38.6088,NOMINAL
134.0000,3.3185,4.0000,13.2742,0.1949,0.2268,85.9502,85.9467,3.3185,38.5749,38.5749,38.5749,38.5749,NOMINAL
134.5000,3.3185,4.0000,13.2741,0.1949,0.2268,85.9494,85.9459,3.3185,38.5411,38.5411,38.5411,38.5411,NOMINAL
135.0000,3.3185,4.0000,13.2741,0.1949,0.2268,85.9486,85.9452,3.3185,38.5074,38.5074,38.5074,38.5074,NOMINAL
135.5000,3.3185,4.0000,13.2741,0.1949,0.2268,85.9478,85.9444,3.3185,38.4738,38.4738,38.4738,38.4738,NOMINAL
136.0000,3.3185,4.0000,13.2741,0.1949,0.2268,85.9470,85.9436,3.3185,38.4402,38.4402,38.4402,38.4402,NOMINAL
136.5000,3.3185,4.0000,13.2740,0.1949,0.2268,85.9462,85.9428,3.3185,38.4067,38.4067,38.4067,38.4067,NOMINAL
137.0000,3.3185,4.0000,13.2740,0.1949,0.2268,85.9453,85.9421,3.3185,38.3733,38.3733,38.3733,38.3733,NOMINAL
137.5000,3.3185,4.0000,13.2740,0.1949,0.2268,85.9445,85.9413,3.3185,38.3400,38.3400,38.3400,38.3400,NOMINAL
138.0000,3.3185,4.0000,13.2739,0.1949,0.2268,85.9437,85.9405,3.3185,38.3068,38.3068,38.3068,38.3068,NOMINAL
138.5000,3.3185,4.0000,13.2739,0.1949,0.2268,85.9429,85.9398,3.3185,38.2737,38.2737,38.2737,38.2737,NOMINAL
139.0000,3.3185,4.0000,13.2739,0.1949,0.2268,85.9421,85.9390,3.3185,38.2406,38.2406,38.2406,38.2406,NOMINAL
139.5000,3.3185,4.0000,13.2738,0.1949,0.2268,85.9413,85.9382,3.3185,38.2077,38.2077,38.2077,38.2077,NOMINAL
140.0000,3.3184,4.0000,13.2738,0.1949,0.2268,85.9405,85.9374,3.3184,38.1748,38.1748,38.1748,38.1748,NOMINAL
140.5000,3.3184,4.0000,13.2737,0.1949,0.2268,85.9396,85.9367,3.3184,38.1420,38.1420,38.1420,38.1420,NOMINAL
141.0000,3.3184,4.0000,13.2737,0.1949,0.2268,85.9388,85.9359,3.3184,38.1092,38.1092,38.1092,38.1092,NOMINAL
141.5000,3.3184,4.0000,13.2737,0.1949,0.2268,85.9380,85.9351,3.3184,38.0766,38.0766,38.0766,38.0766,NOMINAL
142.0000,3.3184,4.0000,13.2736,0.1949,0.2268,85.9372,85.9344,3.3184,38.0440,38.0440,38.0440,38.0440,NOMINAL
142.5000,3.3184,4.0000,13.2736,0.1949,0.2268,85.9364,85.9336,3.3184,38.0116,38.0116,38.0116,38.0116,NOMINAL
143.0000,3.3184,4.0000,13.2736,0.1949,0.2268,85.9356,85.9328,3.3184,37.9792,37.9792,37.9792,37.9792,NOMINAL
143.5000,3.3184,4.0000,13.2735,0.1949,0.2268,85.9348,85.9320,3.3184,37.9468,37.9468,37.9468,37.9468,NOMINAL
144.0000,3.3184,4.0000,13.2735,0.1949,0.2268,85.9340,85.9313,3.3184,37.9146,37.9146,37.9146,37.9146,NOMINAL
144.5000,3.3184,4.0000,13.2734,0.1949,0.2268,85.9332,85.9305,3.3184,37.8825,37.8825,37.8825,37.8825,NOMINAL
145.0000,3.3183,4.0000,13.2734,0.1949,0.2268,85.9324,85.9297,3.3183,37.8504,37.8504,37.8504,37.8504,NOMINAL
145.5000,3.3183,4.0000,13.2733,0.1949,0.2268,85.9316,85.9290,3.3183,37.8184,37.8184,37.8184,37.8184,NOMINAL
146.0000,3.3183,4.0000,13.2733,0.1948,0.2268,85.9307,85.9282,3.3183,37.7865,37.7865,37.7865,37.7865,NOMINAL
146.5000,3.3183,4.0000,13.2733,0.1948,0.2268,85.9299,85.9274,3.3183,37.7546,37.7546,37.7546,37.7546,NOMINAL
147.0000,3.3183,4.0000,13.2732,0.1948,0.2268,85.9291,85.9266,3.3183,37.7229,37.7229,37.7229,37.7229,NOMINAL
147.5000,3.3183,4.0000,13.2732,0.1948,0.2268,85.9283,85.9259,3.3183,37.6912,37.6912,37.6912,37.6912,NOMINAL
148.0000,3.3183,4.0000,13.2731,0.1948,0.2268,85.9275,85.9251,3.3183,37.6596,37.6596,37.6596,37.6596,NOMINAL
148.5000,3.3183,4.0000,13.2731,0.1948,0.2268,85.9267,85.9243,3.3183,37.6281,37.6281,37.6281,37.6281,NOMINAL
149.0000,3.3183,4.0000,13.2731,0.1948,0.2268,85.9259,85.9236,3.3183,37.5966,37.5966,37.5966,37.5966,NOMINAL
149.5000,3.3183,4.0000,13.2730,0.1948,0.2268,85.9251,85.9228,3.3183,37.5653,37.5653,37.5653,37.5653,NOMINAL
150.0000,3.3182,4.0000,13.2730,0.1948,0.2268,85.9243,85.9220,3.3182,37.5340,37.5340,37.5340,37.5340,NOMINAL
150.5000,3.3182,4.0000,13.2729,0.1948,0.2268,85.9235,85.9212,3.3182,37.5028,37.5028,37.5028,37.5028,NOMINAL
151.0000,3.3182,4.0000,13.2729,0.1948,0.2268,85.9227,85.9205,3.3182,37.4717,37.4717,37.4717,37.4717,NOMINAL
151.5000,3.3182,4.0000,13.2728,0.1948,0.2268,85.9219,85.9197,3.3182,37.4406,37.4406,37.4406,37.4406,NOMINAL
152.0000,3.3182,4.0000,13.2728,0.1948,0.2268,85.9211,85.9189,3.3182,37.4097,37.4097,37.4097,37.4097,NOMINAL
152.5000,3.3182,4.0000,13.2727,0.1948,0.2268,85.9203,85.9182,3.3182,37.3788,37.3788,37.3788,37.3788,NOMINAL
153.0000,3.3182,4.0000,13.2727,0.1948,0.2268,85.9195,85.9174,3.3182,37.3479,37.3479,37.3479,37.3479,NOMINAL
153.5000,3.3182,4.0000,13.2727,0.1948,0.2268,85.9187,85.9166,3.3182,37.3172,37.3172,37.3172,37.3172,NOMINAL
154.0000,3.3182,4.0000,13.2726,0.1948,0.2268,85.9179,85.9158,3.3182,37.2865,37.2865,37.2865,37.2865,NOMINAL
154.5000,3.3181,4.0000,13.2726,0.1948,0.2268,85.9171,85.9151,3.3181,37.2560,37.2560,37.2560,37.2560,NOMINAL
155.0000,3.3181,4.0000,13.2725,0.1948,0.2268,85.9163,85.9143,3.3181,37.2255,37.2255,37.2255,37.2255,NOMINAL
155.5000,3.3181,4.0000,13.2725,0.1948,0.2268,85.9155,85.9135,3.3181,37.1950,37.1950,37.1950,37.1950,NOMINAL
156.0000,3.3181,4.0000,13.2724,0.1948,0.2268,85.9147,85.9128,3.3181,37.1647,37.1647,37.1647,37.1647,NOMINAL
156.5000,3.3181,4.0000,13.2724,0.1948,0.2268,85.9139,85.9120,3.3181,37.1344,37.1344,37.1344,37.1344,NOMINAL
157.0000,3.3181,4.0000,13.2723,0.1948,0.2268,85.9131,85.9112,3.3181,37.1042,37.1042,37.1042,37.1042,NOMINAL
157.5000,3.3181,4.0000,13.2723,0.1948,0.2268,85.9123,85.9104,3.3181,37.0741,37.0741,37.0741,37.0741,NOMINAL
158.0000,3.3181,4.0000,13.2723,0.1948,0.2268,85.9115,85.9097,3.3181,37.0440,37.0440,37.0440,37.0440,NOMINAL
158.5000,3.3181,4.0000,13.2722,0.1948,0.2268,85.9107,85.9089,3.3181,37.0140,37.0140,37.0140,37.0140,NOMINAL
159.0000,3.3180,4.0000,13.2722,0.1948,0.2268,85.9099,85.9081,3.3180,36.9841,36.9841,36.9841,36.9841,NOMINAL
159.5000,3.3180,4.0000,13.2721,0.1948,0.2268,85.9091,85.9074,3.3180,36.9543,36.9543,36.9543,36.9543,NOMINAL
160.0000,3.3180,4.0000,13.2721,0.1948,0.2268,85.9083,85.9066,3.3180,36.9245,36.9245,36.9245,36.9245,NOMINAL
160.5000,3.3180,4.0000,13.2720,0.1948,0.2268,85.9075,85.9058,3.3180,36.8949,36.8949,36.8949,36.8949,NOMINAL
